timestamp,sensor_id,temperature,vibration,speed,alarm_status,location
1640995200000,SENSOR_005,5086.800801971305,49.93190847248866,76,False,Zone_Charlie
1640995260000,SENSOR_007,7603.877516439199,-805.7400860527916,-4510,False,Zone_Bravo
1640995320000,SENSOR_004,6189.461158201182,84.51322893232168,5629,False,Zone_Bravo
1640995380000,SENSOR_004,8642.38843339037,983.1252851431925,-3530,False,Zone_Bravo
1640995440000,SENSOR_007,-1810.2977953370191,-635.5491071018305,-2234,True,Zone_Echo
1640995500000,SENSOR_007,-4920.403936306976,315.00201139377623,-1389,False,Zone_Delta
1640995560000,SENSOR_006,-1172.4552115068345,229.75477776994285,6775,False,Zone_Echo
1640995620000,SENSOR_009,4671.6836423759105,-287.202579519717,1074,False,Zone_Echo
1640995680000,SENSOR_008,4068.610766277505,252.40753617945234,7831,True,Zone_Echo
1640995740000,SENSOR_009,-893.8276736617663,-12.483810312829291,9762,True,Zone_Alpha
1640995800000,SENSOR_009,-8294.356853943726,615.8124132322921,2150,False,Zone_Echo
1640995860000,SENSOR_008,9629.656338791567,-878.7143188011565,8978,True,Zone_Bravo
1640995920000,SENSOR_010,-708.4727671809978,-851.9474744495932,9936,False,Zone_Delta
1640995980000,SENSOR_008,-2120.9282695259144,114.54598675046032,1383,False,Zone_Charlie
1640996040000,SENSOR_001,5046.600641132465,-778.5086577381295,-5654,True,Zone_Bravo
1640996100000,SENSOR_004,-4432.119337276507,940.3272482268803,6513,False,Zone_Delta
1640996160000,SENSOR_002,-3205.8046655310045,-839.8681159641088,-9364,False,Zone_Delta
1640996220000,SENSOR_006,8547.565965649017,541.6900345738518,9169,False,Zone_Alpha
1640996280000,SENSOR_010,-1654.1116401860181,-237.1387441969522,-4746,True,Zone_Delta
1640996340000,SENSOR_009,7497.085047056535,506.0846066692211,9454,False,Zone_Charlie
1640996400000,SENSOR_002,5864.813523377985,292.9595398630627,-4961,True,Zone_Alpha
1640996460000,SENSOR_005,-7724.679270507964,-669.6368707874567,6344,False,Zone_Alpha
1640996520000,SENSOR_004,-5837.597908481544,-63.02460470357471,-7891,False,Zone_Alpha
1640996580000,SENSOR_006,-8435.545063576616,743.8131954754301,-3343,False,Zone_Alpha
1640996640000,SENSOR_010,1096.383356095519,-379.76415888852944,-4058,True,Zone_Alpha
1640996700000,SENSOR_010,3919.2617183837174,503.1247782407688,7775,False,Zone_Charlie
1640996760000,SENSOR_001,7820.52141989876,-446.12595367188294,6883,False,Zone_Bravo
1640996820000,SENSOR_002,-7252.352368957969,157.80969381501404,-7577,True,Zone_Alpha
1640996880000,SENSOR_006,-7676.6295565919645,624.4966433003433,-3177,False,Zone_Alpha
1640996940000,SENSOR_004,-1391.5034439713963,-304.903499591461,-6425,False,Zone_Bravo
1640997000000,SENSOR_008,7973.247989429365,3.993128029940749,-3543,True,Zone_Echo
1640997060000,SENSOR_006,-3547.98274414567,626.4645283292648,-2641,True,Zone_Bravo
1640997120000,SENSOR_008,-6337.790908932706,-101.8027950822318,-7182,False,Zone_Alpha
1640997180000,SENSOR_006,6614.075548281475,-663.5597035648333,-8001,True,Zone_Charlie
1640997240000,SENSOR_005,-5804.715938689143,925.2785301028857,7745,True,Zone_Echo
1640997300000,SENSOR_002,7887.176451930576,67.8951117450431,-6139,False,Zone_Delta
1640997360000,SENSOR_004,4766.63955286738,-177.51954846285958,7606,False,Zone_Bravo
1640997420000,SENSOR_002,4172.7886642878475,439.9968305810437,8443,True,Zone_Charlie
1640997480000,SENSOR_004,-2433.0183163505344,-844.0686543244984,-5638,True,Zone_Echo
1640997540000,SENSOR_006,9260.672700286148,434.1238149391802,-4858,True,Zone_Alpha
1640997600000,SENSOR_002,9672.254500716139,-772.0405799976772,-4126,False,Zone_Alpha
1640997660000,SENSOR_002,2406.015865210282,405.0090619699081,-1565,False,Zone_Bravo
1640997720000,SENSOR_002,-7131.084660451687,587.0456211580563,-5272,True,Zone_Echo
1640997780000,SENSOR_001,-9278.08482250868,-846.034752374635,-6103,True,Zone_Echo
1640997840000,SENSOR_009,9505.980101813388,527.1270997510599,-9269,True,Zone_Echo
1640997900000,SENSOR_007,7815.558535427623,173.22953486179244,-2797,True,Zone_Charlie
1640997960000,SENSOR_010,3087.0732172898242,867.9190205798175,-9848,False,Zone_Charlie
1640998020000,SENSOR_007,-467.541662272708,-625.0997859794309,-6908,True,Zone_Alpha
1640998080000,SENSOR_001,1600.0536799312795,132.18426337633377,-9782,True,Zone_Charlie
1640998140000,SENSOR_009,4280.920189645725,-547.7080748713561,-6991,False,Zone_Echo
1640998200000,SENSOR_009,-7922.428943889037,499.5806199487722,360,False,Zone_Charlie
1640998260000,SENSOR_002,4371.219770213636,701.9581985528362,-6598,False,Zone_Alpha
1640998320000,SENSOR_007,8687.602098264477,618.518914665068,-2418,True,Zone_Echo
1640998380000,SENSOR_005,-4382.394429704997,936.7830319662771,1374,False,Zone_Charlie
1640998440000,SENSOR_006,1472.7224722751544,-593.7070619186651,-273,False,Zone_Bravo
1640998500000,SENSOR_004,2320.226097227116,20.80366210731529,5082,False,Zone_Delta
1640998560000,SENSOR_004,438.7323424356018,-486.06439612135375,-5329,False,Zone_Alpha
1640998620000,SENSOR_007,-4859.291211443242,-539.8774248559916,-2324,False,Zone_Echo
1640998680000,SENSOR_005,2.787502555445826,734.9673830276745,1781,True,Zone_Bravo
1640998740000,SENSOR_005,-2635.789939465005,-897.5885754393203,2532,False,Zone_Delta
1640998800000,SENSOR_003,-2444.58605970641,907.3206220637217,-5284,False,Zone_Delta
1640998860000,SENSOR_002,5595.807262223096,965.407288276637,4949,False,Zone_Alpha
1640998920000,SENSOR_005,-2812.4068597189744,67.47377914784988,5627,False,Zone_Alpha
1640998980000,SENSOR_002,-9066.39548281517,143.1750688980885,-1072,False,Zone_Delta
1640999040000,SENSOR_010,-3329.6788804859425,830.999932663867,-6642,True,Zone_Bravo
1640999100000,SENSOR_003,3812.568736381332,67.84415422103712,-9598,True,Zone_Bravo
1640999160000,SENSOR_007,-8391.550648303655,570.613407832574,1182,True,Zone_Charlie
